dialect	pos	standard
큰네미	명사	큰놈
큰누	명사	큰누이
큰님	명사	손님마마
큰다풀	명사	끈
큰대수	명사	홍수
큰땅게	명사	방아깨비
큰때	명사	자치기를 할 때 쓰는 긴 막대
큰똥따깨	명사	자치기를 할 때 쓰는 긴 막대
큰똥따께	명사	자치기를 할 때 쓰는 긴 막대
큰마누래	명사	마마
큰마누래	명사	본마누라
큰마느레	명사	큰마누라
큰마슴	명사	상머슴
큰막가지	명사	자치기를 할 때 쓰는 긴 막대
큰메누리	명사	큰며느리
큰모살	명사	자갈
큰물	명사	시내
큰물지다	동사	홍수가 나
큰미누리	명사	큰며느리
큰백부	명사	큰아버지
큰백부	감탄사	큰아버지
큰뱅	명사	안방
큰봉	명사	산마루
큰새비	명사	큰새우
큰새이	명사	큰형
큰서리	명사	번지
큰서방님	명사	아주버님
큰손구락	명사	엄지손가락
큰손님	명사	천연두
큰손지	명사	큰손자
큰숨	명사	한숨
큰시누부	명사	큰시누
큰시숙	명사	아주버니
큰시암	명사	두레우물
큰씨아재	명사	시아주버니
큰아	명사	큰아들
큰아	명사	큰아이
큰아덜내미	명사	큰아들
큰아덜니미	명사	큰아들
큰아바니	명사	큰아버지
큰아바니	감탄사	큰아버지
큰아배	명사	큰아버지
큰아배	감탄사	큰아버지
큰아버이	명사	큰아버지
큰아버이	감탄사	큰아버지
큰아번님	명사	큰아버님
큰아벙이	명사	큰아버지
큰아벙이	감탄사	큰아버지
큰아부님	명사	큰아버님
큰아부이	명사	큰아버지
큰아부이	감탄사	큰아버지
큰아재	명사	아주버니
큰아저씨	명사	아주버니
큰아제씨	명사	아주버니
큰악씨	명사	큰아기
큰애기씨	명사	시누이
큰어덕	명사	벼랑
큰어마	명사	큰어머니
큰어마	감탄사	큰어머니
큰어마이	명사	큰어머니
큰어마이	감탄사	큰어머니
큰어매	명사	할머니
큰어멍이	명사	큰어머니
큰어멍이	감탄사	큰어머니
큰어문	명사	큰어머니
큰어문	감탄사	큰어머니
큰엄니	명사	큰어머니
큰엄니	감탄사	큰어머니
큰옴마	명사	큰어머니
큰옴마	감탄사	큰어머니
큰옴매	명사	큰어머니
큰옴매	감탄사	큰어머니
큰움물	명사	두레우물
큰으마이	명사	큰어머니
큰으마이	감탄사	큰어머니
큰이미	명사	큰어머니
큰이미	감탄사	큰어머니
큰작은아부지	명사	아버지의 셋째 형을 이르는 
큰잣대	명사	자치기를 할 때 쓰는 긴 막대
큰질가	명사	큰길가
큰짐성	명사	큰짐승
큰참나무	명사	상수리나무
큰채	명사	안채
큰코텡기다	동사	큰코다치다
큰큰아부지	명사	큰아버지
큰큰아부지	감탄사	큰아버지
큰하르바이	명사	큰할아버지
큰하르바이	감탄사	큰할아버지
큰할마이	명사	큰할머니
큰할마이	감탄사	큰할머니
큰헹수	명사	큰형수
큰홅께	명사	벼훑이
클매	명사	큰어머니
클씨	감탄사	글쎄
큼메	감탄사	글쎄
큼시	감탄사	글쎄
큼적하다	형용사	큼직하다
키	의존 명사	치
키다	동사	기르다
키다	형용사	저리다
키다	동사	켜다
키다	동사	켜다
키다	동사	뀌다
키다리밀	명사	귀리
키레	의존 명사	켤레
키발제	명사	발돋움
키버리	명사	귀리
키빠리	명사	키
키빠리	명사	키
키빼기	명사	키
키아다	동사	키우다
키쿠다	동사	키우다
키큰밀	명사	귀리
키키하다	형용사	퀴퀴하다
킬	명사	큰일
킹이	명사	키
타개다	동사	타다
타구	명사	키질
타구나다	동사	타고나다
타기다	동사	닮다
타깝다	형용사	안타깝다
타다	동사	가르다
타다	동사	옮다
타드기	명사	딱따구리
타디달다	형용사	다디달다
타라매다	동사	고개를 힘없이 숙이
타락	명사	뱃전
타락새끼	명사	삼줄
타래골비	명사	다슬기
타래기	명사	고삐
타래못	명사	나사못
타래미	명사	다람쥐
타래미	명사	두름
타래미	의존 명사	두름
타래밀다	동사	떨구다
타래박줄	명사	두레박줄
타래방	명사	똬리
타래이	명사	고삐
타럼쥐	명사	다람쥐
타레박	명사	두레박
타레박새암	명사	두레우물
타레박샴	명사	두레우물
타레박시암	명사	두레우물
타레움물	명사	두레우물
타루게	명사	탯자리개
타루박	명사	하눌타리
타르바가치	명사	두레박
타르박새메	명사	두레우물
타르박새미	명사	두레우물
타르박샘	명사	두레우물
타르박시암	명사	두레우물
타름박	명사	두레박
타리	명사	타래
타리고재이	명사	고쟁이
타리고쟁이	명사	고쟁이
타리기	명사	타래
타리박새암	명사	두레우물
타리박샘	명사	두레우물
타리박샴	명사	두레우물
타리박시암	명사	두레우물
타마	명사	구슬
타막기	명사	탈곡기
타매	명사	다시마
타박솔	명사	다복솔
타발	명사	다발
타방	명사	타박
타분데기	명사	솜먼지
타분새기	명사	솜먼지
타불	명사	덤불
타스매	명사	다시마
타승바지	명사	타성바지
타시하다	동사	탓하다
타올르다	동사	타오르다
타적	명사	마당질
타주	명사	타작
타주다	동사	태우다
타주쿠다	동사	터뜨리다
타줄	명사	봇줄
타추다	동사	태우다
타치다	동사	태우다
타쿠다	동사	태우다
탁근	명사	사름
탁근	명사	착근
탁근하다	동사	착근하다
탁목새	명사	탁목조
탁배기	명사	막걸리
탁시미	명사	턱수염
탁조	명사	탁목조
탁주꼬재이	명사	자부지
탁주배기	명사	막걸리
탁하다	동사	닮다
탄구데이	명사	구덩이
탄구디이	명사	구덩이
탈개버선하다	동사	거덜이 나
탈게허다	동사	탈기하다
탈골기	명사	탈곡기
탈구	명사	탈곡
탈리박	명사	두레박
탈바가찌	명사	탈바가지
탈바가치	명사	탈바가지
탈박	명사	두레박
탈박	명사	쇠죽바가지
탈어미다	동사	떨구다
탈치다	동사	채다
탈패	명사	달팽이
탈패이	명사	달팽이
탐두다	형용사	탐스럽다
탐바꾸	명사	달음박질
탐박질	명사	달음박질
탐박질하다	동사	담박질하다
탐부다	형용사	탐스럽다
탐지다	형용사	탐스럽다
탑새기	명사	솜먼지
탑세기	명사	솜먼지
탑시기	명사	솜먼지
탑시기	명사	까끄라기, 검부러기, 티끌 따위를 통틀어 이르는 
탑싱	명사	탑승
탑쎄기	명사	먼지
탕갱이	명사	탕개
탕관	명사	탕건
탕기다	동사	퉁기다
탕깅이	명사	탕개
탕수국	명사	탕국
탕탕방아	명사	탁탁방아
태가리	명사	터거리
태가리	명사	턱주가리
태가리지다	동사	턱지다
태가지	명사	터거리
태거리	명사	터거리
태걸	명사	터거리
태구리	명사	터거리
태기질	명사	태질
태까	명사	토끼
태까니	명사	토끼
태까이	명사	토끼
태깍	부사	딸꾹
태깍거리다	동사	딸꾹거리다
태깍대다	동사	딸꾹대다
태깍질	명사	딸꾹질
태깨	명사	대가
태깨이	명사	토끼
태깽이	명사	토끼
태꺼리	명사	터거리
태끈	명사	탯자리개
태끼	명사	태기
태단	명사	볼거리
태대기질	명사	태질
태리미	명사	두름
태리미	의존 명사	두름
태박	명사	타박
태방	명사	타박
태배기로	부사	굉장히
태비	명사	퇴비
태산부라리	명사	산증
태산부알	명사	산증
태산불알	명사	산증
태상	명사	개상
태성	명사	본성
태성머리	명사	천성
태수	명사	홍수
태수꼬랑	명사	수채
태숫도랑	명사	봇도랑
태아리	명사	터거리
태안	명사	볼거리
태우쿠다	동사	태우다
태이나다	동사	태어나다
태조르개	명사	탯자리개
태지개	명사	개상
태청	명사	마루
태추다	동사	태우다
태치다	동사	메어치다
태치다	동사	타작하다
태치미	명사	목침
태쿠다	동사	태우다
태키다	동사	태우다
태태벌개이	명사	반딧불이
태태벌갱이	명사	반딧불이
태통	명사	개상
태판	명사	개상
태펭	명사	태평
태펭하다	형용사	태평하다
태하다	동사	토하다
택	명사	턱
택	의존 명사	턱
택	명사	턱
택걸이	명사	턱걸이
택구	명사	택호
택도가리	명사	턱주가리
택받이	명사	턱받이
택사가리	명사	턱주가리
택세미	명사	턱수염
택셈	명사	턱수염
택쇄미	명사	턱수염
택수가리	명사	턱주가리
택수거리	명사	턱주가리
택수바리	명사	턱주가리
택수버리	명사	턱주가리
택수엠	명사	턱수염
택수염	명사	턱수염
택쉐미	명사	턱수염
택쉠지	명사	턱수염
택시염	명사	턱수염
택심지	명사	턱수염
택엄따	형용사	턱없다
택움따	형용사	턱없다
택웂다	형용사	턱없다
택택하다	형용사	넉넉하다
탯괭이	명사	탯자리개
탯바	명사	탯자리개
탯바초레기	명사	탯자리개
탯바초렝이	명사	탯자리개
탯상	명사	개상
탯조리개	명사	탯자리개
탯조리기	명사	탯자리개
탯줄	명사	파대
탯질	명사	타작
탱가다	동사	퉁기다
탱가리	명사	퉁가리
탱개	명사	탕개
탱개목	명사	탕개목
탱갯줄	명사	탕갯줄
탱건	명사	탕건
탱고리	명사	올챙이
탱과리	명사	퉁가리
탱구다	동사	퉁기다
탱금대	명사	바지랑대
탱기	명사	종지
탱기	명사	탕기
탱기다	동사	퉁기다
탱수	명사	퉁가리
탱주	명사	탱자
탱주나무	명사	탱자나무
탱주낭그	명사	탱자나무
터	명사	티
터가리	명사	턱주가리
터가지	명사	턱주가리
터갈	명사	턱
터거리	명사	터무니
터구리	명사	턱
터그덕터그덕	부사	떨그럭떨그럭
터깨비	명사	도깨비
터덕거레지다	동사	지체되다
터라구갈이	명사	털갈이
터라구구녕	명사	털구멍
터라구구영	명사	털구멍
터라구궁기	명사	털구멍
터라구귀녕	명사	털구멍
터라구북셍이	명사	털북숭이
터래끼	명사	털
터래이	명사	털
터랭이	명사	틀
터럭바리	명사	왈패
터렁구	명사	터럭
터레기	명사	터럭
터레기갈이	명사	털갈이
터레기구녕	명사	털구멍
터레기구영	명사	털구멍
터레기궁기	명사	털구멍
터레기귀녕	명사	털구멍
터레기북셍이	명사	털북숭이
터레끼	명사	터럭
터레이	명사	털
터렝이	명사	털메기
터루기	명사	터럭
터룩	명사	터럭
터리	명사	털
터막	명사	목침
터매	명사	처마
터무니엄따	형용사	터무니없다
터무니움따	형용사	터무니없다
터무니웂다	형용사	터무니없다
터무니음따	형용사	터무니없다
터무니읎다	형용사	터무니없다
터문셍이	명사	터무니
터벅수리	명사	독수리
터벅신	명사	설피
터부리	명사	'투레01'의 방
터부리하다	동사	투레하다
터북수리	명사	독수리
터불	명사	터울
터뻑	부사	털썩
터주다	동사	터뜨리다
터주쿠다	동사	터뜨리다
터지우다	동사	터뜨리다
터지쿠다	동사	터뜨리다
터진주	명사	개구멍바지
터추다	동사	터뜨리다
터추쿠다	동사	터뜨리다
터카리	명사	턱주가리
터풀터풀	부사	더펄더펄
턱꿀밤	명사	도토리
턱받개	명사	턱받이
턱배기	명사	턱주가리
턱수가리	명사	턱주가리
턱수거리	명사	턱
턱수바리	명사	턱주가리
턱숭이	명사	턱주가리
턱시엄	명사	턱수염
턱아리	명사	턱주가리
턱저구니	명사	턱주가리
턱주갱이	명사	턱주가리
턱주기	명사	턱주가리
턱패기	명사	턱
털구	명사	터럭
털구다	동사	놓치다
털궁기	명사	털구멍
털기	명사	잠자리
털깽이	명사	터럭
털러기	명사	털
털레다	동사	털리다
털리	명사	털
털리키다	동사	털리다
털링이	명사	털털이
털메신	명사	털메기
털멩	명사	털메기
털멩이	명사	털메기
털미	명사	털메기
털미기	명사	털메기
털배	명사	심술
털북셍이	명사	털복숭아
털서기	명사	멍석
털석바리	명사	왈패
털세암	명사	구레나룻
털어묵다	동사	털어먹다
털엇	명사	털옷
털요강	명사	보지
털지네	명사	그리마
털치입다	동사	덧입다
털터루하다	형용사	털털하다
털터룸하다	형용사	털털하다
털패이	명사	달팽이
털팽이	명사	달팽이
털푸덕	부사	털버덕
털푸디기	부사	털퍼덕
털피이	명사	바보
털피이짓	명사	바보짓
턻다	형용사	떫다
텀바우	명사	바위
텀부리	명사	덤불
텀불	명사	덤불
텀치다	동사	잡아채다
텀턱시럽다	형용사	덤턱스럽다
텀턱시롭다	형용사	터무니없다
텀턱아구시롭다	형용사	터무니없다
텀테기	명사	덤터기
텀풀	명사	덤불
텁삭부리	명사	구레나룻
텁수리하다	형용사	텁수룩하다
텁시부리하다	형용사	터부룩하다
텁터부레하다	형용사	터무니없다
텃간	명사	헛간
텃궁지	명사	텃밭
텃제사	명사	안택
텅거리	명사	덩어리
텅부르다	보조 형용사	성부르다
텅수	명사	퉁가리
텊지다	동사	덮치다
테	명사	쉬
테	명사	티
테가리	명사	턱주가리
테거리	명사	턱
테거리	명사	턱주가리
테까이	명사	토끼
테깡이	명사	토끼
테끼	명사	토끼
테끼	의존 명사	척
테낑이	명사	토끼
테레박	명사	두레박
테마루	명사	툇마루
테마리	명사	툇마루
테만내다	동사	퇴내다
테바지	명사	더버기
테받이	명사	쓰레받기
테백이	명사	토박이
테베기	부사	많이
테비	명사	퇴비
테산붕알	명사	토산불알
테쇠	명사	쟁기의 보습 뒤쪽에 달린 쇠로 만든 
테수도랑	명사	도랑
테숙테숙	부사	토실토실
테숙테숙하다	형용사	토실토실하다
테죽	명사	자국
테죽자리	명사	자국
텍	명사	턱
텍	명사	턱
텍	의존 명사	턱
텍걸이	명사	턱걸이
텍밑	명사	턱밑
텍셤	명사	턱수염
텍쇰	명사	턱수염
텍숭이	명사	턱주가리
텍없다	형용사	턱없다
텍없이	부사	턱없이
텍자바리	명사	턱주가리
텍텍	부사	턱턱
텍텍허다	형용사	윤택하다
텔룽게	명사	달래
텟도리	명사	툇도리
텟돌	명사	툇돌
텟마루	명사	툇마루
텡게이	명사	굴렁쇠
텡구다	동사	튀기다
텡기다	동사	튕기다
텡이	명사	곰팡이
토가이	명사	토끼
토강	명사	못
토강이	명사	토끼
토갱이	명사	토끼
토고이	명사	미장이
토골	명사	징두리
토구	명사	토우
토구라니	부사	데굴데굴
토까니	명사	토끼
토까리	명사	토끼
토까비	명사	도깨비
토까비바늘	명사	도깨비바늘
토까이	명사	토끼
토까이치기	명사	자치기
토까이풀	명사	토끼풀
토깐	명사	토끼
토깡이	명사	토끼
토깨	명사	토끼
토깨비	명사	도깨비
토깨이방구	명사	자치기
토깨이풀	명사	토끼풀
토깽이	명사	어린아이
토깽이질	명사	소로
토깽이풀	명사	토끼풀
토께다	동사	토끼다
토께이띠	명사	토끼띠
토께이우리	명사	토끼우리
토께이잠	명사	토끼잠
토께이장	명사	토끼장
토께이질	명사	소로
토께이풀	명사	토끼풀
토껭이집	명사	토끼집
토꼽장난	명사	소꿉장난
토꼽질	명사	소꿉질
토꾕이	명사	토끼
토꾕이띠	명사	토끼띠
토꾕이집	명사	토끼집
토꾕이풀	명사	토끼풀
토꾸	명사	토끼
토꿉장난	명사	소꿉장난
토꿉장난하다	동사	소꿉장난하다
토끼길	명사	소로
토끼미	명사	토끼
토끼밥	명사	토끼풀
토끼자치기	명사	자치기
토끼질	명사	소로
토끼치기	명사	자치기
토닥토닥	부사	누덕누덕
토돌토돌	부사	도톨도톨
토돌토돌허다	형용사	사람의 피부에 볼록한 작은 것들이 솟아 나오거나 붙어 있어 고르지 아니하
토드락토드락	부사	토닥토닥
토들토들	부사	도톨도톨
토랜	명사	토란
토러지다	동사	토라지다
토리	의존 명사	톨
토마	명사	도마
토마기	명사	토막
토막	명사	줄기
